sid,castaway,season,season_name,age,day,order,winner,result,original_tribe,immunity_idols_won,jury,ftc,appearance,returning
1,Sonja,1,Borneo,63,3,1,0,1st voted out,Tagi,0,0,0,1,0
2,B.B.,1,Borneo,64,6,2,0,2nd voted out,Pagong,0,0,0,1,0
3,Stacey,1,Borneo,27,9,3,0,3rd voted out,Tagi,0,0,0,1,0
4,Ramona,1,Borneo,29,12,4,0,4th voted out,Pagong,0,0,0,1,0
5,Dirk,1,Borneo,23,15,5,0,5th voted out,Tagi,0,0,0,1,0
6,Joel,1,Borneo,27,18,6,0,6th voted out,Pagong,0,0,0,1,0
7,Gretchen,1,Borneo,38,21,7,0,7th voted out,Pagong,0,0,0,1,0
8,Greg,1,Borneo,24,24,8,0,8th voted out,Pagong,1,1,0,1,0
9,Jenna,1,Borneo,22,27,9,0,9th voted out,Pagong,0,1,0,1,0
10,Gervase,1,Borneo,30,30,10,0,10th voted out,Pagong,1,1,0,1,0
11,Colleen,1,Borneo,23,33,11,0,11th voted out,Pagong,0,1,0,1,0
12,Sean,1,Borneo,30,36,12,0,12th voted out,Tagi,0,1,0,1,0
13,Susan,1,Borneo,38,37,13,0,13th voted out,Tagi,0,1,0,1,0
14,Rudy,1,Borneo,72,38,14,0,14th voted out,Tagi,1,1,0,1,0
15,Kelly,1,Borneo,22,39,15,0,Runner-up,Tagi,4,0,1,1,0
16,Richard,1,Borneo,39,39,16,1,Sole Survivor,Tagi,1,0,1,1,0
17,Debb,2,The Australian Outback,45,3,1,0,1st voted out,Kucha,0,0,0,1,0
18,Kel,2,The Australian Outback,32,6,2,0,2nd voted out,Ogakor,0,0,0,1,0
19,Maralyn,2,The Australian Outback,51,9,3,0,3rd voted out,Ogakor,0,0,0,1,0
20,Mitchell,2,The Australian Outback,23,12,4,0,4th voted out,Ogakor,0,0,0,1,0
21,Kimmi,2,The Australian Outback,27,15,5,0,5th voted out,Kucha,0,0,0,1,0
22,Michael,2,The Australian Outback,38,17,6,0,Medically evacuated,Kucha,0,0,0,1,0
23,Jeff,2,The Australian Outback,34,21,7,0,6th voted out,Kucha,0,0,0,1,0
24,Alicia,2,The Australian Outback,32,24,8,0,7th voted out,Kucha,0,1,0,1,0
25,Jerri,2,The Australian Outback,30,27,9,0,8th voted out,Ogakor,0,1,0,1,0
26,Nick,2,The Australian Outback,23,30,10,0,9th voted out,Kucha,1,1,0,1,0
27,Amber,2,The Australian Outback,22,33,11,0,10th voted out,Ogakor,0,1,0,1,0
28,Rodger,2,The Australian Outback,53,36,12,0,11th voted out,Kucha,0,1,0,1,0
29,Elisabeth,2,The Australian Outback,23,39,13,0,12th voted out,Kucha,0,1,0,1,0
30,Keith,2,The Australian Outback,40,41,14,0,13th voted out,Ogakor,2,1,0,1,0
31,Colby,2,The Australian Outback,26,39,15,0,Runner-up,Ogakor,5,0,1,1,0
32,Tina,2,The Australian Outback,40,39,16,1,Sole Survivor,Ogakor,0,0,1,1,0
33,Diane,3,Africa,42,3,1,0,1st voted out,Boran,0,0,0,1,0
34,Jessie,3,Africa,26,6,2,0,2nd voted out,Boran,0,0,0,1,0
35,Carl,3,Africa,46,9,3,0,3rd voted out,Samburu,0,0,0,1,0
36,Linda,3,Africa,44,12,4,0,4th voted out,Samburu,0,0,0,1,0
37,Silas,3,Africa,23,15,5,0,5th voted out,Samburu,0,0,0,1,0
38,Lindsey,3,Africa,26,18,6,0,6th voted out,Samburu,0,0,0,1,0
39,Clarence,3,Africa,24,21,7,0,7th voted out,Boran,0,0,0,1,0
40,Kelly,3,Africa,22,24,8,0,8th voted out,Boran,0,1,0,1,0
41,Brandon,3,Africa,25,27,9,0,9th voted out,Samburu,0,1,0,1,0
42,Frank,3,Africa,43,30,10,0,10th voted out,Samburu,0,1,0,1,0
43,Kim P.,3,Africa,29,33,11,0,11th voted out,Samburu,0,1,0,1,0
44,Teresa,3,Africa,42,36,12,0,12th voted out,Samburu,1,1,0,1,0
45,Tom,3,Africa,45,37,13,0,13th voted out,Boran,1,1,0,1,0
46,Lex,3,Africa,38,38,14,0,14th voted out,Boran,3,1,0,1,0
47,Kim J.,3,Africa,56,39,15,0,Runner-up,Boran,2,0,1,1,0
48,Ethan,3,Africa,27,39,16,1,Sole Survivor,Boran,1,0,1,1,0
49,Peter,4,Marquesas,44,3,1,0,1st voted out,Maraamu,0,0,0,1,0
50,Patricia,4,Marquesas,49,6,2,0,2nd voted out,Maraamu,0,0,0,1,0
51,Hunter,4,Marquesas,33,9,3,0,3rd voted out,Maraamu,0,0,0,1,0
52,Sarah,4,Marquesas,24,12,4,0,4th voted out,Maraamu,0,0,0,1,0
53,Gabriel,4,Marquesas,23,15,5,0,5th voted out,Rotu,0,0,0,1,0
54,Gina,4,Marquesas,28,18,6,0,6th voted out,Maraamu,0,0,0,1,0
55,Rob,4,Marquesas,25,21,7,0,7th voted out,Maraamu,0,0,0,1,0
56,John,4,Marquesas,36,24,8,0,8th voted out,Rotu,0,1,0,1,0
57,Zoe,4,Marquesas,35,27,9,0,9th voted out,Rotu,0,1,0,1,0
58,Tammy,4,Marquesas,29,30,10,0,10th voted out,Rotu,2,1,0,1,0
59,Robert,4,Marquesas,38,33,11,0,11th voted out,Rotu,1,1,0,1,0
60,Sean,4,Marquesas,30,36,12,0,12th voted out,Maraamu,0,1,0,1,0
61,Paschal,4,Marquesas,56,37,13,0,Eliminated,Rotu,0,1,0,1,0
62,Kathy,4,Marquesas,46,38,14,0,13th voted out,Rotu,2,1,0,1,0
63,Neleh,4,Marquesas,21,39,15,0,Runner-up,Rotu,1,0,1,1,0
64,Vecepia,4,Marquesas,36,39,16,1,Sole Survivor,Maraamu,2,0,1,1,0
65,John,5,Thailand,40,3,1,0,1st voted out,Chuay Gahn,0,0,0,1,0
66,Tanya,5,Thailand,27,6,2,0,2nd voted out,Chuay Gahn,0,0,0,1,0
67,Jed,5,Thailand,25,9,3,0,3rd voted out,Sook Jai,0,0,0,1,0
68,Ghandia,5,Thailand,33,12,4,0,4th voted out,Chuay Gahn,0,0,0,1,0
69,Stephanie,5,Thailand,29,15,5,0,5th voted out,Sook Jai,0,0,0,1,0
70,Robb,5,Thailand,23,18,6,0,6th voted out,Sook Jai,0,0,0,1,0
71,Shii Ann,5,Thailand,28,21,7,0,7th voted out,Sook Jai,0,0,0,1,0
72,Erin,5,Thailand,26,24,8,0,8th voted out,Sook Jai,0,1,0,1,0
73,Ken,5,Thailand,30,27,9,0,9th voted out,Sook Jai,0,1,0,1,0
74,Penny,5,Thailand,27,30,10,0,10th voted out,Sook Jai,0,1,0,1,0
75,Jake,5,Thailand,60,33,11,0,11th voted out,Sook Jai,0,1,0,1,0
76,Ted,5,Thailand,37,36,12,0,12th voted out,Chuay Gahn,1,1,0,1,0
77,Helen,5,Thailand,47,37,13,0,13th voted out,Chuay Gahn,1,1,0,1,0
78,Jan,5,Thailand,53,38,14,0,14th voted out,Chuay Gahn,0,1,0,1,0
79,Clay,5,Thailand,46,39,15,0,Runner-up,Chuay Gahn,1,0,1,1,0
80,Brian,5,Thailand,34,39,16,1,Sole Survivor,Chuay Gahn,3,0,1,1,0
81,Ryan,6,The Amazon,23,3,1,0,1st voted out,Tambaqui,0,0,0,1,0
82,Janet,6,The Amazon,46,6,2,0,2nd voted out,Jaburu,0,0,0,1,0
83,Daniel,6,The Amazon,26,9,3,0,3rd voted out,Tambaqui,0,0,0,1,0
84,JoAnna,6,The Amazon,31,12,4,0,4th voted out,Jaburu,0,0,0,1,0
85,Jeanne,6,The Amazon,40,15,5,0,5th voted out,Jaburu,0,0,0,1,0
86,Shawna,6,The Amazon,23,18,6,0,6th voted out,Jaburu,0,0,0,1,0
87,Roger,6,The Amazon,56,21,7,0,7th voted out,Tambaqui,0,0,0,1,0
88,Dave,6,The Amazon,23,24,8,0,8th voted out,Tambaqui,0,1,0,1,0
89,Deena,6,The Amazon,35,27,9,0,9th voted out,Jaburu,1,1,0,1,0
90,Alex,6,The Amazon,32,30,10,0,10th voted out,Tambaqui,0,1,0,1,0
91,Christy,6,The Amazon,24,33,11,0,11th voted out,Jaburu,0,1,0,1,0
92,Heidi,6,The Amazon,24,36,12,0,12th voted out,Jaburu,0,1,0,1,0
93,Butch,6,The Amazon,50,37,13,0,13th voted out,Tambaqui,0,1,0,1,0
94,Rob,6,The Amazon,24,38,14,0,14th voted out,Tambaqui,1,1,0,1,0
95,Matthew,6,The Amazon,33,39,15,0,Runner-up,Tambaqui,2,0,1,1,0
96,Jenna,6,The Amazon,21,39,16,1,Sole Survivor,Jaburu,3,0,1,1,0
97,Nicole,7,Pearl Islands,24,3,1,0,1st voted out,Morgan,0,0,0,1,0
98,Ryan S.,7,Pearl Islands,23,6,2,0,2nd voted out,Morgan,0,0,0,1,0
99,Michelle,7,Pearl Islands,22,15,5,0,5th voted out,Drake,0,0,0,1,0
100,Trish,7,Pearl Islands,42,18,6,0,6th voted out,Drake,0,0,0,1,0
101,Shawn,7,Pearl Islands,28,19,7,0,7th voted out,Drake,0,0,0,1,0
102,Osten,7,Pearl Islands,27,19,8,0,Quit,Morgan,0,0,0,1,0
103,Andrew,7,Pearl Islands,39,21,9,0,8th voted out,Morgan,0,0,0,1,0
104,Ryan O.,7,Pearl Islands,30,24,10,0,9th voted out,Morgan,0,1,0,1,0
105,Rupert,7,Pearl Islands,39,27,11,0,10th voted out,Drake,2,1,0,1,0
106,Tijuana,7,Pearl Islands,26,30,12,0,11th voted out,Morgan,0,1,0,1,0
107,Christa,7,Pearl Islands,24,33,13,0,12th voted out,Drake,0,1,0,1,0
108,Burton,7,Pearl Islands,31,36,14,0,13th voted out,Drake,2,1,0,1,0
109,Darrah,7,Pearl Islands,22,37,15,0,14th voted out,Morgan,3,1,0,1,0
110,Jon,7,Pearl Islands,29,38,16,0,15th voted out,Drake,0,1,0,1,0
111,Lillian,7,Pearl Islands,51,39,17,0,Runner-up,Morgan,1,0,1,1,0
112,Sandra,7,Pearl Islands,29,39,18,1,Sole Survivor,Drake,0,0,1,1,0
113,Tina,8,All-Stars,42,3,1,0,1st voted out,Saboga,0,0,0,2,1
114,Rudy,8,All-Stars,75,6,2,0,2nd voted out,Saboga,0,0,0,2,1
115,Jenna,8,All-Stars,22,9,3,0,Quit,Mogo Mogo,0,0,0,2,1
116,Rob C.,8,All-Stars,25,12,4,0,3rd voted out,Chapera,0,0,0,2,1
117,Richard,8,All-Stars,42,15,5,0,4th voted out,Mogo Mogo,0,0,0,2,1
118,Sue,8,All-Stars,42,17,6,0,Quit,Chapera,0,0,0,2,1
119,Colby,8,All-Stars,29,19,7,0,5th voted out,Mogo Mogo,0,0,0,2,1
120,Ethan,8,All-Stars,30,21,8,0,6th voted out,Saboga,0,0,0,2,1
121,Jerri,8,All-Stars,33,24,9,0,7th voted out,Saboga,0,0,0,2,1
122,Lex,8,All-Stars,40,27,10,0,8th voted out,Mogo Mogo,0,1,0,2,1
123,Kathy,8,All-Stars,48,28,11,0,9th voted out,Mogo Mogo,1,1,0,2,1
124,Alicia,8,All-Stars,35,30,12,0,10th voted out,Chapera,0,1,0,2,1
125,Shii Ann,8,All-Stars,29,33,13,0,11th voted out,Mogo Mogo,1,1,0,2,1
126,Tom,8,All-Stars,48,36,14,0,12th voted out,Chapera,1,1,0,2,1
127,Rupert,8,All-Stars,39,37,15,0,13th voted out,Saboga,0,1,0,2,1
128,Jenna L.,8,All-Stars,26,38,16,0,14th voted out,Saboga,0,1,0,2,1
129,Rob M.,8,All-Stars,27,39,17,0,Runner-up,Chapera,4,0,1,2,1
130,Amber,8,All-Stars,25,39,18,1,Sole Survivor,Chapera,1,0,1,2,1
131,Brook,9,Vanuatu,27,3,1,0,1st voted out,Lopevi,0,0,0,1,0
132,Dolly,9,Vanuatu,25,6,2,0,2nd voted out,Yasur,0,0,0,1,0
133,John P.,9,Vanuatu,31,7,3,0,3rd voted out,Lopevi,0,0,0,1,0
134,Mia,9,Vanuatu,29,7,4,0,4th voted out,Yasur,0,0,0,1,0
135,Brady,9,Vanuatu,33,10,5,0,5th voted out,Lopevi,0,0,0,1,0
136,Travis,9,Vanuatu,33,12,6,0,6th voted out,Lopevi,0,0,0,1,0
137,Lisa,9,Vanuatu,44,15,7,0,7th voted out,Yasur,0,0,0,1,0
138,John K.,9,Vanuatu,22,18,8,0,8th voted out,Lopevi,1,0,0,1,0
139,Rory,9,Vanuatu,35,21,9,0,9th voted out,Lopevi,0,0,0,1,0
140,Lea,9,Vanuatu,40,24,10,0,10th voted out,Lopevi,1,1,0,1,0
141,Chad,9,Vanuatu,34,27,11,0,11th voted out,Lopevi,0,1,0,1,0
142,Leann,9,Vanuatu,35,30,12,0,12th voted out,Yasur,0,1,0,1,0
143,Ami,9,Vanuatu,31,33,13,0,13th voted out,Yasur,3,1,0,1,0
144,Julie,9,Vanuatu,23,36,14,0,14th voted out,Yasur,0,1,0,1,0
145,Eliza,9,Vanuatu,21,37,15,0,15th voted out,Yasur,1,1,0,1,0
146,Scout,9,Vanuatu,59,38,16,0,16th voted out,Yasur,0,1,0,1,0
147,Twila,9,Vanuatu,41,39,17,0,Runner-up,Yasur,1,0,1,1,0
148,Chris,9,Vanuatu,33,39,18,1,Sole Survivor,Lopevi,3,0,1,1,0
149,Jonathan,10,Palau,23,2,1,0,Eliminated,None,0,0,0,1,0
150,Wanda,10,Palau,55,2,2,0,Eliminated,None,0,0,0,1,0
151,Jolanda,10,Palau,38,3,3,0,1st voted out,Ulong,1,0,0,1,0
152,Ashlee,10,Palau,22,6,4,0,2nd voted out,Ulong,0,0,0,1,0
153,Jeff,10,Palau,21,8,5,0,3rd voted out,Ulong,0,0,0,1,0
154,Kim,10,Palau,25,11,6,0,4th voted out,Ulong,0,0,0,1,0
155,Willard,10,Palau,56,12,7,0,5th voted out,Koror,0,0,0,1,0
156,Angie,10,Palau,24,12,8,0,6th voted out,Ulong,0,0,0,1,0
157,James,10,Palau,33,15,9,0,7th voted out,Ulong,0,0,0,1,0
158,Ibrehem,10,Palau,27,18,10,0,8th voted out,Ulong,1,0,0,1,0
159,Bobbly Jon,10,Palau,27,21,11,0,Eliminated,Ulong,0,0,0,1,0
160,Coby,10,Palau,32,24,12,0,9th voted out,Koror,0,1,0,1,0
161,Janu,10,Palau,39,27,13,0,Quit,Koror,0,1,0,1,0
162,Stephenie,10,Palau,24,30,14,0,10th voted out,Ulong,0,1,0,1,0
163,Gregg,10,Palau,27,33,15,0,11th voted out,Koror,0,1,0,1,0
164,Caryn,10,Palau,46,36,16,0,12th voted out,Koror,0,1,0,1,0
165,Jenn,10,Palau,32,37,17,0,13th voted out,Koror,0,1,0,1,0
166,Ian,10,Palau,23,38,18,0,14th voted out,Koror,3,1,0,1,0
167,Katie,10,Palau,29,39,19,0,Runner-up,Koror,0,0,1,1,0
168,Tom,10,Palau,40,39,20,1,Sole Survivor,Koror,5,0,1,1,0
169,Jim,11,Guatemala,63,3,1,0,1st voted out,Nakúm,0,0,0,1,0
170,Morgan,11,Guatemala,21,6,2,0,2nd voted out,Yaxhá,0,0,0,1,0
171,Brianna,11,Guatemala,21,8,3,0,3rd voted out,Yaxhá,0,0,0,1,0
172,Brooke,11,Guatemala,25,11,4,0,4th voted out,Nakúm,0,0,0,1,0
173,Blake,11,Guatemala,24,14,5,0,5th voted out,Nakúm,0,0,0,1,0
174,Margaret,11,Guatemala,43,15,6,0,6th voted out,Nakúm,0,0,0,1,0
175,Brian,11,Guatemala,22,15,7,0,7th voted out,Yaxhá,0,0,0,1,0
176,Amy,11,Guatemala,39,18,8,0,8th voted out,Yaxhá,0,0,0,1,0
177,Brandon,11,Guatemala,22,21,9,0,9th voted out,Nakúm,0,0,0,1,0
178,Bobbly Jon,11,Guatemala,28,24,10,0,10th voted out,Nakúm,0,1,0,2,1
179,Jamie,11,Guatemala,24,27,11,0,11th voted out,Yaxhá,1,1,0,1,0
180,Gary,11,Guatemala,46,30,12,0,12th voted out,Yaxhá,2,1,0,1,0
181,Judd,11,Guatemala,34,33,13,0,13th voted out,Nakúm,0,1,0,1,0
182,Cindy,11,Guatemala,31,36,14,0,14th voted out,Nakúm,0,1,0,1,0
183,Lydia,11,Guatemala,42,37,15,0,15th voted out,Yaxhá,0,1,0,1,0
184,Rafe,11,Guatemala,22,38,16,0,16th voted out,Yaxhá,4,1,0,1,0
185,Stephenie,11,Guatemala,25,39,17,0,Runner-up,Yaxhá,1,0,1,2,1
186,Danni,11,Guatemala,29,39,18,1,Sole Survivor,Nakúm,2,0,1,1,0
187,Tina,12,Panama,44,3,1,0,1st voted out,Casaya,0,0,0,1,0
188,Melinda,12,Panama,32,6,2,0,2nd voted out,Casaya,0,0,0,1,0
189,Misty,12,Panama,24,8,3,0,3rd voted out,Bayoneta,0,0,0,1,0
190,Ruth Marie,12,Panama,48,11,4,0,4th voted out,Casaya,0,0,0,1,0
191,Bobby,12,Panama,32,14,5,0,5th voted out,Viveros,0,0,0,1,0
192,Dan,12,Panama,51,15,6,0,6th voted out,La Mina,0,0,0,1,0
193,Nick,12,Panama,25,18,7,0,7th voted out,Viveros,0,0,0,1,0
194,Austin,12,Panama,24,21,8,0,8th voted out,Viveros,0,1,0,1,0
195,Sally,12,Panama,27,24,9,0,9th voted out,Bayoneta,0,1,0,1,0
196,Bruce,12,Panama,57,25,10,0,Medically evacuated,La Mina,0,1,0,1,0
197,Courtney,12,Panama,31,30,11,0,10th voted out,Bayoneta,0,1,0,1,0
198,Shane,12,Panama,34,33,12,0,11th voted out,La Mina,0,1,0,1,0
199,Cirie,12,Panama,35,36,13,0,12th voted out,Casaya,0,1,0,1,0
200,Terry,12,Panama,46,38,14,0,13th voted out,La Mina,5,1,0,1,0
201,Danielle,12,Panama,24,39,15,0,Runner-up,Bayoneta,1,0,1,1,0
202,Aras,12,Panama,24,39,16,1,Sole Survivor,Viveros,0,0,1,1,0
203,Sekou,13,Cook Islands,45,3,1,0,1st voted out,Manihiki,0,0,0,1,0
204,Billy,13,Cook Islands,36,6,2,0,2nd voted out,Aitutaki,0,0,0,1,0
205,Cecilia,13,Cook Islands,29,8,3,0,3rd voted out,Aitutaki,0,0,0,1,0
206,J.P.,13,Cook Islands,30,11,4,0,4th voted out,Aitutaki,0,0,0,1,0
207,Stephannie,13,Cook Islands,35,14,5,0,5th voted out,Manihiki,0,0,0,1,0
208,Cao Boi,13,Cook Islands,42,15,6,0,6th voted out,Puka Puka,0,0,0,1,0
209,Cristina,13,Cook Islands,35,15,7,0,7th voted out,Aitutaki,0,0,0,1,0
210,Jessica,13,Cook Islands,27,18,8,0,8th voted out,Rarotonga,0,0,0,1,0
211,Brad,13,Cook Islands,29,21,9,0,9th voted out,Puka Puka,0,1,0,1,0
212,Rebecca,13,Cook Islands,34,24,10,0,10th voted out,Manihiki,0,1,0,1,0
213,Jenny,13,Cook Islands,36,24,11,0,11th voted out,Puka Puka,0,1,0,1,0
214,Nate,13,Cook Islands,26,27,12,0,12th voted out,Manihiki,1,1,0,1,0
215,Candice,13,Cook Islands,23,30,13,0,13th voted out,Rarotonga,0,1,0,1,0
216,Jonathan,13,Cook Islands,44,33,14,0,14th voted out,Rarotonga,0,1,0,1,0
217,Parvati,13,Cook Islands,23,36,15,0,15th voted out,Rarotonga,0,1,0,1,0
218,Adam,13,Cook Islands,28,37,16,0,16th voted out,Rarotonga,1,1,0,1,0
219,Sundra,13,Cook Islands,31,38,17,0,17th voted out,Manihiki,0,1,0,1,0
220,Becky,13,Cook Islands,28,39,18,0,2nd Runner-up,Puka Puka,0,0,1,1,0
221,Ozzy,13,Cook Islands,24,39,19,0,Runner-up,Aitutaki,5,0,1,1,0
222,Yul,13,Cook Islands,31,39,20,1,Sole Survivor,Puka Puka,0,0,1,1,0
223,Jessica,14,Fiji,27,3,1,0,1st voted out,Ravu,0,0,0,1,0
224,Erica,14,Fiji,27,6,2,0,2nd voted out,Ravu,0,0,0,1,0
225,Sylvia,14,Fiji,52,8,3,0,3rd voted out,Ravu,0,0,0,1,0
226,Gary,14,Fiji,55,10,4,0,Quit,Moto,0,0,0,1,0
227,Liliana,14,Fiji,25,11,5,0,4th voted out,Moto,0,0,0,1,0
228,Rita,14,Fiji,38,14,6,0,5th voted out,Ravu,0,0,0,1,0
229,Anthony,14,Fiji,32,16,7,0,6th voted out,Ravu,0,0,0,1,0
230,Rocky,14,Fiji,28,19,8,0,7th voted out,Ravu,0,1,0,1,0
231,Lisi,14,Fiji,36,21,9,0,8th voted out,Moto,0,1,0,1,0
232,Michelle,14,Fiji,23,24,10,0,9th voted out,Ravu,0,1,0,1,0
233,Edgardo,14,Fiji,28,27,11,0,10th voted out,Moto,0,1,0,1,0
234,Mookie,14,Fiji,25,30,12,0,11th voted out,Ravu,0,1,0,1,0
235,Alex,14,Fiji,28,33,13,0,12th voted out,Moto,0,1,0,1,0
236,Stacy,14,Fiji,27,36,14,0,13th voted out,Moto,1,1,0,1,0
237,Boo,14,Fiji,34,37,15,0,14th voted out,Moto,3,1,0,1,0
238,Yau-Man,14,Fiji,54,38,16,0,15th voted out,Ravu,0,1,0,1,0
239,Dreamz,14,Fiji,25,39,17,0,Co-runner-up,Moto,1,0,1,1,0
240,Cassandra,14,Fiji,42,39,18,0,Co-runner-up,Moto,0,0,1,1,0
241,Earl,14,Fiji,35,39,19,1,Sole Survivor,Ravu,0,0,1,1,0
242,Chicken,15,China,47,3,1,0,1st voted out,Zhan Hu,0,0,0,1,0
243,Ashley,15,China,28,6,2,0,2nd voted out,Zhan Hu,0,0,0,1,0
244,Leslie,15,China,38,9,3,0,3rd voted out,Fei Long,0,0,0,1,0
245,Dave,15,China,37,12,4,0,4th voted out,Zhan Hu,0,0,0,1,0
246,Aaron,15,China,32,15,5,0,5th voted out,Fei Long,0,0,0,1,0
247,Sherea,15,China,26,18,6,0,6th voted out,Zhan Hu,0,0,0,1,0
248,Jaime,15,China,22,21,7,0,7th voted out,Zhan Hu,0,1,0,1,0
249,Jean-Robert,15,China,36,24,8,0,8th voted out,Fei Long,0,1,0,1,0
250,Frosti,15,China,20,27,9,0,9th voted out,Zhan Hu,1,1,0,1,0
251,James,15,China,30,30,10,0,10th voted out,Fei Long,0,1,0,1,0
252,Erik,15,China,26,33,11,0,11th voted out,Zhan Hu,1,1,0,1,0
253,Peih-Gee,15,China,29,36,12,0,12th voted out,Zhan Hu,0,1,0,1,0
254,Denise,15,China,40,38,13,0,13th voted out,Fei Long,0,1,0,1,0
255,Amanda,15,China,22,39,14,0,2nd runner-up,Fei Long,2,0,1,1,0
